repeat,step,material_system,composition,anneal_T_C,actual_overpotential_V,actual_molar_change,hypervolume,n_remaining,posterior,is_target
4,5,Mn-Pd-Zn-O,"{""Mn"": 0.19158279758412083, ""Pd"": 0.6317344866506841, ""Zn"": 0.17668271576519506}",0,0.71483,0.188704,1.783486,2283,0.5,False
4,6,Co-In-Si-O,"{""Co"": 0.6604064102820361, ""In"": 0.33959358971796394}",0,6.579802,0.011978,1.783486,2282,0.416667,False
4,7,Ag-Pb-W-O,"{'Pb': 0.0164, 'W': 0.01779, 'Ag': 0.96581}",0,0.731926,4.494955,1.783486,2281,0.416667,False
4,8,Fe-Sb-W-O,"{""Fe"": 0.9902852139523443, ""Sb"": 0.009714786047655731, ""W"": 0.0}",550,0.804062,0.023086,1.783486,2280,0.3125,False
4,9,Co-Mn-Ti-O,"{'Co': 0.33208, 'Mn': 0.02544, 'Ti': 0.64248}",700,1.102642,0.000759,1.783486,2279,0.3125,False
4,10,Ge-In-Zr-O,"{""Ge"": 0.05963219807413245, ""In"": 0.12100596026232835, ""Zr"": 0.8193618416635392}",550,1.323159,0.008723,1.783486,2278,0.3125,False
4,11,Bi-Co-Mo-O,"{'Bi': 0.60387, 'Mo': 0.36708, 'Co': 0.02905}",0,1.394536,1.002254,1.783486,2277,0.277778,False
4,12,In-Mn-Pd-O,"{""In"": 0.07775666649006174, ""Mn"": 0.3066161909085832, ""Pd"": 0.615627142601355}",0,0.610855,0.190901,2.411698,2276,0.238095,False
4,13,Cr-Sb-V-O,"{""Cr"": 0.8199734968188661, ""Sb"": 0.08905498378917694, ""V"": 0.09097151939195702}",550,1.018258,0.421415,2.411698,2275,0.227273,False
4,14,Al-Cu-Mo-O,"{'Al': 0.78809, 'Cu': 0.12748, 'Mo': 0.08443}",550,1.303934,0.015753,2.411698,2274,0.227273,False
4,15,Ag-Ge-Hf-O,"{""Ag"": 0.13487158213059594, ""Ge"": 0.4206187109251542, ""Hf"": 0.4445097069442499}",550,1.267719,0.22559,2.411698,2273,0.208333,False
4,16,Al-Bi-Co-O,"{'Al': 0.1549, 'Co': 0.30732, 'Bi': 0.53777}",550,10.673683,0.015804,2.411698,2272,0.2,False
4,17,Ag-Pb-W-O,"{'Ag': 0.78432, 'Pb': 0.11024, 'W': 0.10545}",0,0.755063,5.028603,2.411698,2271,0.192308,False
4,18,Mn-Pd-Zn-O,"{""Mn"": 0.26419546247058057, ""Pd"": 0.36190843804316447, ""Zn"": 0.3738960994862549}",550,0.638504,0.318618,2.411698,2270,0.185185,False
4,19,Co-Hf-Zr-O,"{""Co"": 0.47305078606616285, ""Hf"": 0.25455011373115344, ""Zr"": 0.2723991002026837}",400,0.885714,0.077135,2.411698,2269,0.172414,False
4,20,Fe-Sb-W-O,"{""Fe"": 0.006095035120344575, ""Sb"": 0.001032866725453872, ""W"": 0.9928720981542015}",550,1.308235,0.063419,2.411698,2268,0.166667,False
4,21,Ge-In-Zr-O,"{""Ge"": 0.1544846440346349, ""In"": 0.786186500151785, ""Zr"": 0.059328855813579946}",550,0.962346,0.818889,2.411698,2267,0.15625,False
4,22,Cr-Sb-V-O,"{""Cr"": 0.4496473173012819, ""Sb"": 0.26294560740467543, ""V"": 0.2874070752940427}",550,1.007804,0.227237,2.411698,2266,0.147059,False
4,23,Al-Cu-Mo-O,"{'Al': 0.78865, 'Cu': 0.10046, 'Mo': 0.1109}",550,1.514008,-0.000489,2.411698,2265,0.147059,False
4,24,Co-Mn-Ti-O,"{'Co': 0.83535, 'Mn': 0.06763, 'Ti': 0.09703}",550,0.732427,0.076881,2.413718,2264,0.138889,False
4,25,Co-In-Si-O,"{""Co"": 0.36150915294342767, ""In"": 0.6384908470565722}",550,0.981351,0.126881,2.413718,2263,0.131579,False
4,26,Ag-Pb-W-O,"{'Pb': 0.0633, 'W': 0.72491, 'Ag': 0.21179}",0,6.100032,0.602368,2.413718,2262,0.131579,False
4,27,Mn-Pd-Zn-O,"{""Mn"": 0.036468431515401606, ""Pd"": 0.09498628688204308, ""Zn"": 0.8685452816025553}",550,0.924627,1.359957,2.413718,2261,0.128205,False
4,28,Ag-Ge-Hf-O,"{""Ag"": 0.5882819965614804, ""Ge"": 0.17466953587630907, ""Hf"": 0.2370484675622105}",0,0.975241,0.432022,2.413718,2260,0.119048,False
4,29,Bi-Co-Sb-O,"{'Sb': 0.00511, 'Bi': 0.78391, 'Co': 0.21099}",550,0.834769,0.28854,2.413718,2259,0.119048,False
4,30,Al-Cu-Mo-O,"{'Al': 0.51836, 'Cu': 0.27512, 'Mo': 0.20652}",550,1.088528,0.037533,2.413718,2258,0.113636,False
4,31,Fe-Sb-W-O,"{'Sb': 0.016817723136900834, 'W': 0.916062585505748, 'Fe': 0.06711969135735119}",0,0.939649,0.029534,2.413718,2257,0.108696,False
4,32,Ge-In-Zr-O,"{""Ge"": 0.04206228851584749, ""In"": 0.022679483746825782, ""Zr"": 0.9352582277373267}",550,1.237902,0.019931,2.413718,2256,0.108696,False
4,33,Co-Mo-Pd-O,"{""Co"": 0.037560566516235266, ""Mo"": 0.026989012883833388, ""Pd"": 0.9354504205999313}",550,0.652227,-0.022575,2.432596,2255,0.106383,False
4,34,Cr-Sb-V-O,"{""Cr"": 0.7263527429064485, ""Sb"": 0.12235987920992338, ""V"": 0.15128737788362814}",0,0.973956,0.314368,2.432596,2254,0.104167,False
4,35,In-Mn-Pd-O,"{""In"": 0.028990258354419284, ""Mn"": 0.03693590282476674, ""Pd"": 0.934073838820814}",550,0.531315,-0.136319,2.985119,2253,0.098039,True
4,36,In-Mn-Pd-O,"{""In"": 0.03829737847977238, ""Mn"": 0.021671502319797566, ""Pd"": 0.94003111920043}",0,0.450141,0.73971,3.431021,2252,0.245902,False
4,37,In-Mn-Pd-O,"{""In"": 0.34809083517660677, ""Mn"": 0.4123490221533221, ""Pd"": 0.2395601426700711}",550,0.71977,0.078869,3.431021,2251,0.211268,False
4,38,In-Mn-Pd-O,"{""In"": 0.17840931338889668, ""Mn"": 0.532916768531654, ""Pd"": 0.2886739180794493}",550,0.604958,0.100223,3.431021,2250,0.185185,False
4,39,In-Mn-Pd-O,"{""In"": 0.33966068986042264, ""Mn"": 0.4275171395213902, ""Pd"": 0.23282217061818725}",550,0.673662,0.098734,3.431021,2249,0.164835,False
4,40,In-Mn-Pd-O,"{""In"": 0.14936205447243683, ""Mn"": 0.2076901438187493, ""Pd"": 0.6429478017088139}",550,0.584246,0.105546,3.431021,2248,0.148515,False
4,41,In-Mn-Pd-O,"{""In"": 0.05021822544889951, ""Mn"": 0.5238487840934755, ""Pd"": 0.42593299045762506}",550,0.521999,0.133746,3.436666,2247,0.135135,False
4,42,In-Mn-Pd-O,"{""In"": 0.33238572777481723, ""Mn"": 0.31711498462046817, ""Pd"": 0.3504992876047146}",550,0.747651,0.119754,3.436666,2246,0.123967,False
4,43,In-Mn-Pd-O,"{""In"": 0.12669507241346578, ""Mn"": 0.2731046362684877, ""Pd"": 0.6002002913180464}",550,0.573808,0.052957,3.436666,2245,0.114504,True
4,44,In-Mn-Pd-O,"{""In"": 0.06314132356524435, ""Mn"": 0.1347090477130088, ""Pd"": 0.8021496287217468}",550,0.509622,0.031273,3.446389,2244,0.177305,True
4,45,In-Mn-Pd-O,"{""In"": 0.04878776822910443, ""Mn"": 0.2879258484740704, ""Pd"": 0.6632863832968252}",550,0.495034,-0.075646,3.460603,2243,0.231788,True
4,46,In-Mn-Pd-O,"{""In"": 0.3030841825770378, ""Mn"": 0.23648063450480195, ""Pd"": 0.46043518291816027}",0,0.673578,0.169004,3.460603,2242,0.279503,False
4,47,In-Mn-Pd-O,"{""In"": 0.28985393550867283, ""Mn"": 0.1965331105863635, ""Pd"": 0.5136129539049638}",550,0.631926,0.06893,3.460603,2241,0.263158,False
4,48,In-Mn-Pd-O,"{""In"": 0.024548097272416972, ""Mn"": 0.8318328689345476, ""Pd"": 0.1436190337930354}",0,0.734397,0.271452,3.460603,2240,0.248619,False
4,49,In-Mn-Pd-O,"{""In"": 0.09775736023697856, ""Mn"": 0.7060988265887281, ""Pd"": 0.19614381317429339}",550,0.622227,0.106921,3.460603,2239,0.235602,False
4,50,In-Mn-Pd-O,"{""In"": 0.07023121592726059, ""Mn"": 0.27670140169429713, ""Pd"": 0.6530673823784422}",550,0.507365,0.090649,3.460603,2238,0.223881,True
5,1,Al-Cu-Mo-O,"{'Al': 0.19155, 'Cu': 0.06506, 'Mo': 0.74339}",550,0.924533,0.058649,1.74329,2287,0.5,False
5,2,Fe-Sb-W-O,"{""Fe"": 0.3510526090561288, ""Sb"": 0.00856966205468074, ""W"": 0.6403777288891904}",550,1.146781,0.10779,1.74329,2286,0.5,False
5,3,Mn-Pd-Zn-O,"{""Mn"": 0.04634825199718289, ""Pd"": 0.1007530021675263, ""Zn"": 0.8528987458352908}",0,1.056441,1.214834,1.74329,2285,0.5,False
5,4,Co-In-Zr-O,"{""Co"": 0.22231618277620324, ""In"": 0.697524750524805, ""Zr"": 0.08015906669899185}",0,1.011009,0.52569,1.74329,2284,0.5,False
5,5,Ag-Ge-Hf-O,"{""Ag"": 0.5360353024508191, ""Ge"": 0.37757741871071343, ""Hf"": 0.0863872788384675}",550,0.827776,0.366686,1.74329,2283,0.5,False
5,6,Cr-Sb-V-O,"{""Cr"": 0.37774549620064435, ""Sb"": 0.04065267327442222, ""V"": 0.5816018305249334}",550,0.961967,0.241306,1.74329,2282,0.416667,False
5,7,Co-Mn-Ti-O,"{'Co': 0.38629, 'Mn': 0.13813, 'Ti': 0.47559}",700,0.869254,0.123859,1.74329,2281,0.357143,False
5,8,Ag-Pb-W-O,"{'Pb': 0.01448, 'W': 0.01292, 'Ag': 0.97259}",0,0.721207,4.595334,1.74329,2280,0.357143,False
5,9,Al-Bi-Co-O,"{'Al': 0.38111, 'Co': 0.54672, 'Bi': 0.07217}",700,10.663129,0.057762,1.74329,2279,0.3125,False
5,10,Ge-In-Zr-O,"{""Ge"": 0.07275970416147519, ""In"": 0.5268012774218429, ""Zr"": 0.4004390184166819}",550,1.136611,0.023392,1.74329,2278,0.294118,False
5,11,Co-Mo-Pd-O,"{""Co"": 0.5015104722829535, ""Mo"": 0.17210327669887596, ""Pd"": 0.3263862510181704}",550,0.702008,0.185002,1.861163,2277,0.25,False
5,12,Cr-Sb-V-O,"{""Cr"": 0.7699003762187953, ""Sb"": 0.03133134979371429, ""V"": 0.19876827398749042}",550,1.021823,0.318223,1.861163,2276,0.227273,False
5,13,Co-In-Si-O,"{""Co"": 0.2910291158938005, ""In"": 0.7089708841061996}",550,1.110882,0.114977,1.861163,2275,0.217391,False
5,14,Al-Cu-Mo-O,"{'Al': 0.22305, 'Cu': 0.50511, 'Mo': 0.27183}",700,0.984923,0.019498,1.861163,2274,0.208333,False
5,15,Ag-Ge-Hf-O,"{""Ag"": 0.10549413013748543, ""Ge"": 0.12875012850681772, ""Hf"": 0.7657557413556969}",550,1.165799,0.061425,1.861163,2273,0.208333,False
5,16,Mn-Pd-Zn-O,"{""Mn"": 0.03629494561225838, ""Pd"": 0.8412858917019967, ""Zn"": 0.12241916268574478}",550,0.593582,0.112993,2.528203,2272,0.208333,False
5,17,Ag-Pb-W-O,"{'Pb': 0.04792, 'W': 0.73663, 'Ag': 0.21544}",0,6.239566,0.596229,2.528203,2271,0.192308,False
5,18,Co-Fe-Zr-O,"{""Co"": 0.22536013914677208, ""Fe"": 0.18548197118283685, ""Zr"": 0.5891578896703911}",550,1.046252,0.064775,2.528203,2270,0.185185,False
5,19,In-Mn-Pd-O,"{""In"": 0.0502959325660693, ""Mn"": 0.5788076606219809, ""Pd"": 0.3708964068119499}",550,0.522018,0.123232,2.96543,2269,0.166667,False
5,20,Fe-Sb-W-O,"{'Sb': 0.006458961366988495, 'W': 0.9062709274177916, 'Fe': 0.08727011121521992}",0,0.958612,0.027177,2.96543,2268,0.166667,False
5,21,Bi-Co-Mo-O,"{'Bi': 0.84156, 'Mo': 0.02762, 'Co': 0.13082}",0,1.051585,1.440223,2.96543,2267,0.15625,False
5,22,Cr-Sb-V-O,"{""Cr"": 0.14873211431941138, ""Sb"": 0.025013312726298538, ""V"": 0.8262545729542901}",550,0.98929,0.382655,2.96543,2266,0.147059,False
5,23,Ge-In-Zr-O,"{""Ge"": 0.15913372777076276, ""In"": 0.21775280741685557, ""Zr"": 0.6231134648123817}",550,1.532802,0.025614,2.96543,2265,0.142857,False
5,24,Al-Cu-Mo-O,"{'Al': 0.26193, 'Cu': 0.22243, 'Mo': 0.51564}",550,1.115311,0.094922,2.96543,2264,0.138889,False
5,25,Co-Hf-Mn-O,"{""Co"": 0.18353672301178334, ""Hf"": 0.6631902539487206, ""Mn"": 0.1532730230394961}",550,1.086665,0.014008,2.96543,2263,0.135135,False
5,26,Ag-Pb-W-O,"{'Pb': 0.706, 'W': 0.0193, 'Ag': 0.27471}",0,0.946989,0.60562,2.96543,2262,0.131579,False
5,27,Mn-Pd-Zn-O,"{""Mn"": 0.05641840501494038, ""Pd"": 0.3288560546278727, ""Zn"": 0.614725540357187}",550,0.591823,0.544183,2.96543,2261,0.121951,False
5,28,Ag-Ge-Hf-O,"{""Ag"": 0.16601993526533335, ""Ge"": 0.19006345525433346, ""Hf"": 0.6439166094803332}",550,1.467467,0.020485,2.96543,2260,0.119048,False
5,29,Bi-Co-Sb-O,"{'Sb': 0.04653, 'Bi': 0.36984, 'Co': 0.58364}",0,0.958239,0.436502,2.96543,2259,0.119048,False
5,30,Co-In-Si-O,"{""Co"": 0.5840952640565931, ""In"": 0.41590473594340704}",550,7.448772,0.010328,2.96543,2258,0.111111,False
5,31,Fe-Sb-W-O,"{""Fe"": 0.9928608693983012, ""Sb"": 0.007139130601698801, ""W"": 0.0}",550,0.90127,0.020283,2.96543,2257,0.108696,False
5,32,Al-Cu-Mo-O,"{'Al': 0.28072474135356373, 'Cu': 0.6918095667830289, 'Mo': 0.027465691863407426}",700,10.733206,-0.000758,2.96543,2256,0.108696,False
5,33,Cr-Sb-V-O,"{""Cr"": 0.8929383049879287, ""Sb"": 0.05298081331740937, ""V"": 0.05408088169466189}",550,1.078641,0.568692,2.96543,2255,0.104167,False
5,34,Co-Mn-Ti-O,"{'Co': 0.33774, 'Mn': 0.54345, 'Ti': 0.11881}",550,0.862219,0.11433,2.96543,2254,0.102041,False
5,35,Ge-In-Zr-O,"{""Ge"": 0.5038416410370035, ""In"": 0.4511168958098402, ""Zr"": 0.04504146315315633}",550,0.974749,0.689238,2.96543,2253,0.102041,False
5,36,Ag-Pb-W-O,"{'Pb': 0.6253, 'W': 0.02941, 'Ag': 0.34529}",0,0.767558,0.593955,2.96543,2252,0.096154,False
5,37,Co-Hf-Zr-O,"{""Co"": 0.8918916743692853, ""Hf"": 0.08275786123391382, ""Zr"": 0.02535046439680101}",400,0.631938,0.095946,2.967451,2251,0.09434,False
5,38,Mn-Pd-Zn-O,"{""Mn"": 0.026761684832843677, ""Pd"": 0.16948892449128314, ""Zn"": 0.8037493906758731}",550,0.907279,1.239164,2.967451,2250,0.09434,False
5,39,Al-Bi-Co-O,"{'Al': 0.49439, 'Co': 0.47933, 'Bi': 0.02628}",550,1.111699,0.045472,2.967451,2249,0.089286,False
5,40,Ag-Ge-Hf-O,"{""Ag"": 0.099084586451831, ""Ge"": 0.8469771919225145, ""Hf"": 0.053938221625654474}",0,0.951832,0.654223,2.967451,2248,0.086207,False
5,41,Cr-Sb-V-O,"{""Cr"": 0.28384213559708366, ""Sb"": 0.04263157116485964, ""V"": 0.6735262932380567}",0,0.998824,0.271127,2.967451,2247,0.086207,False
5,42,Al-Cu-Mo-O,"{'Al': 0.79766, 'Cu': 0.06774, 'Mo': 0.1346}",550,1.115413,0.010715,2.967451,2246,0.086207,False
5,43,In-Mn-Pd-O,"{""In"": 0.3030841825770378, ""Mn"": 0.23648063450480195, ""Pd"": 0.46043518291816027}",0,0.673578,0.169004,2.967451,2245,0.083333,False
5,44,Fe-Sb-W-O,"{'Sb': 0.01031, 'W': 0.89228, 'Fe': 0.09741}",0,0.933529,1.836288,2.967451,2244,0.080645,False
5,45,Co-Fe-Zr-O,"{""Co"": 0.5567887868519248, ""Fe"": 0.2839040982889242, ""Zr"": 0.159307114859151}",550,0.682026,0.073756,2.96897,2243,0.078125,False
5,46,Ag-Pb-W-O,"{'Ag': 0.7758, 'Pb': 0.0818, 'W': 0.1424}",0,0.781789,6.232821,2.96897,2242,0.075758,False
5,47,Ge-In-Zr-O,"{""Ge"": 0.21103185872488278, ""In"": 0.4139192579771154, ""Zr"": 0.37504888329800173}",550,1.118287,0.108885,2.96897,2241,0.074627,False
5,48,Bi-Co-Mo-O,"{'Bi': 0.23643, 'Mo': 0.18553, 'Co': 0.57803}",0,1.075914,0.531237,2.96897,2240,0.073529,False
5,49,Mn-Pd-Zn-O,"{""Mn"": 0.1346529082967653, ""Pd"": 0.12719474952783827, ""Zn"": 0.7381523421753965}",550,0.931453,0.631013,2.96897,2239,0.073529,False
5,50,Cr-Sb-V-O,"{""Cr"": 0.8251009525634703, ""Sb"": 0.07286529603943454, ""V"": 0.10203375139709517}",550,1.036809,0.361289,2.96897,2238,0.071429,False
6,1,Co-Mn-Ti-O,"{'Co': 0.19617, 'Mn': 0.63131, 'Ti': 0.17252}",700,1.201203,0.134401,1.74329,2287,0.5,False
6,2,Ag-Ge-Hf-O,"{""Ag"": 0.2638219073851435, ""Ge"": 0.11974310679871897, ""Hf"": 0.6164349858161375}",550,1.512244,0.026897,1.74329,2286,0.5,False
6,3,Cr-Sb-V-O,"{""Cr"": 0.09854517263834482, ""Sb"": 0.8162139535966635, ""V"": 0.08524087376499166}",0,1.076243,0.052949,1.74329,2285,0.5,False
6,4,Al-Cu-Mo-O,"{'Al': 0.71471, 'Cu': 0.0843, 'Mo': 0.201}",550,1.542228,0.000368,1.74329,2284,0.5,False
6,5,Fe-Sb-W-O,"{""Fe"": 0.039431433685793, ""Sb"": 0.0, ""W"": 0.9605685663142071}",550,0.975495,0.049258,1.74329,2283,0.416667,False
6,6,Ge-In-Zr-O,"{""Ge"": 0.5331711474608857, ""In"": 0.21906625327605184, ""Zr"": 0.24776259926306257}",0,1.074874,0.712413,1.74329,2282,0.416667,False
6,7,Mn-Pd-Zn-O,"{""Mn"": 0.5771012817289112, ""Pd"": 0.30724923715618363, ""Zn"": 0.11564948111490528}",0,0.750195,0.329212,1.74329,2281,0.416667,False
6,8,Co-In-Si-O,"{""Co"": 0.42672694134941414, ""In"": 0.5732730586505859}",550,5.502682,0.001657,1.74329,2280,0.357143,False
6,9,Ag-Pb-W-O,"{'Pb': 0.03324, 'W': 0.78916, 'Ag': 0.1776}",0,10.603323,0.543147,1.74329,2279,0.357143,False
6,10,Bi-Co-Mo-O,"{'Bi': 0.1378, 'Mo': 0.46999, 'Co': 0.39221}",0,1.019643,0.42585,1.74329,2278,0.3125,False
6,11,Co-Hf-Zr-O,"{""Co"": 0.4428792864351971, ""Hf"": 0.4716977830540134, ""Zr"": 0.08542293051078953}",400,0.860897,0.145768,1.74329,2277,0.25,False
6,12,In-Mn-Pd-O,"{""In"": 0.042409494002724576, ""Mn"": 0.42689256270205694, ""Pd"": 0.5306979432952185}",550,0.507859,-0.034148,3.088514,2276,0.238095,True
6,13,In-Mn-Pd-O,"{""In"": 0.09657890374188693, ""Mn"": 0.5563088524004375, ""Pd"": 0.3471122438576756}",550,0.556307,0.106146,3.088514,2275,0.483871,False
6,14,In-Mn-Pd-O,"{""In"": 0.11262280234658081, ""Mn"": 0.4597804111391463, ""Pd"": 0.42759678651427285}",550,0.558834,0.096854,3.088514,2274,0.365854,True
6,15,In-Mn-Pd-O,"{""In"": 0.03829737847977238, ""Mn"": 0.021671502319797566, ""Pd"": 0.94003111920043}",0,0.450141,0.73971,3.405568,2273,0.490196,False
6,16,In-Mn-Pd-O,"{""In"": 0.0793189636274222, ""Mn"": 0.0902428723717034, ""Pd"": 0.8304381640008743}",550,0.55272,-0.029337,3.405568,2272,0.409836,True
6,17,In-Mn-Pd-O,"{""In"": 0.06524340670869531, ""Mn"": 0.02153704629566307, ""Pd"": 0.9132195469956416}",550,0.541838,0.044127,3.405568,2271,0.492958,True
6,18,In-Mn-Pd-O,"{""In"": 0.03713790635536924, ""Mn"": 0.015349167470548382, ""Pd"": 0.9475129261740823}",550,0.554892,-0.046614,3.408006,2270,0.555556,True
6,19,In-Mn-Pd-O,"{""In"": 0.044310571423111254, ""Mn"": 0.07464775799245787, ""Pd"": 0.8810416705844308}",550,0.527397,-0.148576,3.455365,2269,0.604396,True
6,20,In-Mn-Pd-O,"{""In"": 0.024548097272416972, ""Mn"": 0.8318328689345476, ""Pd"": 0.1436190337930354}",0,0.734397,0.271452,3.455365,2268,0.643564,False
6,21,In-Mn-Pd-O,"{""In"": 0.06189116978794804, ""Mn"": 0.0987940365867387, ""Pd"": 0.8393147936253132}",550,0.528069,0.068041,3.455365,2267,0.585586,True
6,22,In-Mn-Pd-O,"{""In"": 0.07775666649006174, ""Mn"": 0.3066161909085832, ""Pd"": 0.615627142601355}",0,0.610855,0.190901,3.455365,2266,0.619835,False
6,23,In-Mn-Pd-O,"{""In"": 0.07777877513096047, ""Mn"": 0.10658976478394228, ""Pd"": 0.8156314600850972}",550,0.568529,0.096101,3.455365,2265,0.572519,True
6,24,In-Mn-Pd-O,"{""In"": 0.09571536581703892, ""Mn"": 0.25730804212694447, ""Pd"": 0.6469765920560167}",0,0.593006,0.321881,3.455365,2264,0.602837,False
6,25,In-Mn-Pd-O,"{""In"": 0.12669507241346578, ""Mn"": 0.2731046362684877, ""Pd"": 0.6002002913180464}",550,0.573808,0.052957,3.455365,2263,0.562914,True
6,26,In-Mn-Pd-O,"{""In"": 0.05784410646262761, ""Mn"": 0.028938087027910276, ""Pd"": 0.9132178065094622}",550,0.562457,0.02403,3.455365,2262,0.590062,True
6,27,In-Mn-Pd-O,"{""In"": 0.30224067434347124, ""Mn"": 0.22134199218618597, ""Pd"": 0.4764173334703427}",0,0.72277,0.165449,3.455365,2261,0.614035,False
6,28,In-Mn-Pd-O,"{""In"": 0.1760374963110452, ""Mn"": 0.2991179441506801, ""Pd"": 0.5248445595382746}",550,0.585881,0.120282,3.455365,2260,0.58011,False
6,29,In-Mn-Pd-O,"{""In"": 0.014397582279969259, ""Mn"": 0.22828835007158713, ""Pd"": 0.7573140676484436}",550,0.486738,0.07178,3.469473,2259,0.549738,True
6,30,In-Mn-Pd-O,"{""In"": 0.2360897577944854, ""Mn"": 0.15734990318291958, ""Pd"": 0.606560339022595}",550,0.842545,0.085874,3.469473,2258,0.572139,False
6,31,In-Mn-Pd-O,"{""In"": 0.036791407928505195, ""Mn"": 0.01931446609606981, ""Pd"": 0.9438941259754251}",550,0.551155,-0.096188,3.469473,2257,0.545024,True
6,32,In-Mn-Pd-O,"{""In"": 0.0794766217857298, ""Mn"": 0.07566483550407968, ""Pd"": 0.8448585427101906}",550,0.567467,0.010575,3.469473,2256,0.565611,True
6,33,In-Mn-Pd-O,"{""In"": 0.0650824434302943, ""Mn"": 0.018730465340316065, ""Pd"": 0.9161870912293896}",0,0.596845,0.814724,3.469473,2255,0.584416,False
6,34,In-Mn-Pd-O,"{""In"": 0.07023121592726059, ""Mn"": 0.27670140169429713, ""Pd"": 0.6530673823784422}",550,0.507365,0.090649,3.469473,2254,0.560166,True
6,35,In-Mn-Pd-O,"{""In"": 0.05379369828820083, ""Mn"": 0.33113609723252174, ""Pd"": 0.6150702044792774}",550,0.500854,0.058014,3.469569,2253,0.577689,True
6,36,In-Mn-Pd-O,"{""In"": 0.05218966198465292, ""Mn"": 0.3271353985864145, ""Pd"": 0.6206749394289326}",550,0.512036,0.081976,3.469569,2252,0.59387,True
6,37,In-Mn-Pd-O,"{""In"": 0.07978659119665726, ""Mn"": 0.2369801359400674, ""Pd"": 0.6832332728632754}",550,0.508896,0.028395,3.469569,2251,0.608856,True
6,38,In-Mn-Pd-O,"{""In"": 0.019076258686735462, ""Mn"": 0.7665885641674777, ""Pd"": 0.2143351771457868}",550,0.546155,0.205715,3.469569,2250,0.622776,False
6,39,In-Mn-Pd-O,"{""In"": 0.28985393550867283, ""Mn"": 0.1965331105863635, ""Pd"": 0.5136129539049638}",550,0.631926,0.06893,3.469569,2249,0.601375,False
6,40,In-Mn-Pd-O,"{""In"": 0.33966068986042264, ""Mn"": 0.4275171395213902, ""Pd"": 0.23282217061818725}",550,0.673662,0.098734,3.469569,2248,0.581395,False
6,41,In-Mn-Pd-O,"{""In"": 0.14936205447243683, ""Mn"": 0.2076901438187493, ""Pd"": 0.6429478017088139}",550,0.584246,0.105546,3.469569,2247,0.562701,False
6,42,In-Mn-Pd-O,"{""In"": 0.3030841825770378, ""Mn"": 0.23648063450480195, ""Pd"": 0.46043518291816027}",0,0.673578,0.169004,3.469569,2246,0.545171,False
6,43,In-Mn-Pd-O,"{""In"": 0.08561389016399013, ""Mn"": 0.1313398420440644, ""Pd"": 0.7830462677919455}",550,0.557793,0.069428,3.469569,2245,0.528701,True
6,44,In-Mn-Pd-O,"{""In"": 0.06314132356524435, ""Mn"": 0.1347090477130088, ""Pd"": 0.8021496287217468}",550,0.509622,0.031273,3.469569,2244,0.542522,True
6,45,In-Mn-Pd-O,"{""In"": 0.05985814259108442, ""Mn"": 0.042915300831115576, ""Pd"": 0.8972265565778}",550,0.567808,-0.05914,3.469569,2243,0.555556,True
6,46,In-Mn-Pd-O,"{""In"": 0.062027690392852934, ""Mn"": 0.044855619006094194, ""Pd"": 0.8931166906010529}",550,0.550254,-0.07281,3.469569,2242,0.567867,True
6,47,In-Mn-Pd-O,"{""In"": 0.13954616380714097, ""Mn"": 0.6422981138632722, ""Pd"": 0.21815572232958683}",550,0.607199,0.105084,3.469569,2241,0.579515,False
6,48,In-Mn-Pd-O,"{""In"": 0.06231111546052847, ""Mn"": 0.041567944280440104, ""Pd"": 0.8961209402590314}",550,0.573618,-0.022851,3.469569,2240,0.564304,True
6,49,In-Mn-Pd-O,"{""In"": 0.33238572777481723, ""Mn"": 0.31711498462046817, ""Pd"": 0.3504992876047146}",550,0.747651,0.119754,3.469569,2239,0.575448,False
6,50,In-Mn-Pd-O,"{""In"": 0.17840931338889668, ""Mn"": 0.532916768531654, ""Pd"": 0.2886739180794493}",550,0.604958,0.100223,3.469569,2238,0.561097,False
7,1,Al-Cu-Mo-O,"{'Al': 0.22514, 'Cu': 0.48993, 'Mo': 0.28493}",700,0.952048,0.096949,1.74329,2287,0.5,False
7,2,Cr-Sb-V-O,"{""Cr"": 0.7703518803307682, ""Sb"": 0.14360634323891677, ""V"": 0.08604177643031505}",550,0.994283,0.338251,1.74329,2286,0.5,False
7,3,Co-Mn-W-O,"{'Co': 0.16446310342289952, 'W': 0.31480715255620956, 'Mn': 0.5207297440208909}",550,0.985629,0.26025,1.74329,2285,0.5,False
7,4,Ge-In-Zr-O,"{""Ge"": 0.0571890484032008, ""In"": 0.9300086749064269, ""Zr"": 0.012802276690372375}",0,0.96455,1.282366,1.74329,2284,0.5,False
7,5,Ag-Ge-Hf-O,"{""Ag"": 0.12607190087422587, ""Ge"": 0.03154035644689983, ""Hf"": 0.8423877426788743}",0,1.500169,0.068098,1.74329,2283,0.416667,False
7,6,Mn-Pd-Zn-O,"{""Mn"": 0.37238337092788415, ""Pd"": 0.4596912762164277, ""Zn"": 0.1679253528556881}",550,0.655162,0.232459,2.139956,2282,0.416667,False
7,7,Fe-Sb-W-O,"{""Fe"": 0.9431016190305831, ""Sb"": 0.05689838096941692, ""W"": 0.0}",550,1.162539,0.005212,2.139956,2281,0.357143,False
7,8,Co-In-Si-O,"{""Co"": 0.6103527093450781, ""In"": 0.38964729065492193}",550,1.831758,-0.002204,2.139956,2280,0.357143,False
