repeat,step,material_system,composition,anneal_T_C,actual_overpotential_V,actual_molar_change,hypervolume,n_remaining
4,17,Ag-Ni-Sb-O,"{'Ni': 0.16774, 'Sb': 0.21112, 'Ag': 0.62114}",550,0.872976,0.678401,2.510619,2271
4,18,Mn-Nb-Zn-O,"{'Mn': 0.09260535994590514, 'Nb': 0.7498507455983591, 'Zn': 0.1575438944557358}",700,0.981504,0.000566,2.510619,2270
4,19,Ni-Sb-W-O,"{""Ni"": 0.4655858807373185, ""Sb"": 0.0071687289580577756, ""W"": 0.5272453903046238}",550,0.842348,1.257409,2.510619,2269
4,20,Co-Ni-Zr-O,"{""Co"": 0.23005581358828395, ""Ni"": 0.09360456885072584, ""Zr"": 0.6763396175609901}",550,0.847189,0.044259,2.510619,2268
4,21,In-Mn-Pd-O,"{""In"": 0.07978659119665726, ""Mn"": 0.2369801359400674, ""Pd"": 0.6832332728632754}",550,0.508896,0.028395,3.066903,2267
4,22,Co-Mn-Ti-O,"{'Co': 0.80959, 'Mn': 0.03406, 'Ti': 0.15635}",700,0.730251,0.044257,3.066903,2266
4,23,Ag-Ni-Sb-O,"{'Sb': 0.03919, 'Ni': 0.43603, 'Ag': 0.52478}",0,0.928008,0.766482,3.066903,2265
4,24,Co-Ni-Zr-O,"{""Co"": 0.4068105028724233, ""Ni"": 0.48247110571333374, ""Zr"": 0.11071839141424296}",550,0.660478,0.26421,3.066903,2264
4,25,Ge-In-Zr-O,"{""Ge"": 0.8970973568123429, ""In"": 0.0592672205155426, ""Zr"": 0.04363542267211461}",0,0.996152,0.944476,3.066903,2263
4,26,Co-Mn-Mo-O,"{'Mn': 0.06851, 'Co': 0.17243, 'Mo': 0.75907}",550,0.962907,0.052066,3.066903,2262
4,27,Al-Ni-Ti-O,"{'Ni': 0.14116, 'Al': 0.45157, 'Ti': 0.40727}",550,0.996718,0.021213,3.066903,2261
4,28,Ni-Pd-Ta-O,"{""Ni"": 0.033213002140411854, ""Pd"": 0.8238943840471122, ""Ta"": 0.14289261381247592}",550,0.571994,-0.004912,3.072848,2260
4,29,Bi-Co-Mo-O,"{'Bi': 0.19797, 'Mo': 0.11217, 'Co': 0.68985}",550,0.608264,0.369926,3.072848,2259
4,30,In-Mn-Pd-O,"{""In"": 0.03713790635536924, ""Mn"": 0.015349167470548382, ""Pd"": 0.9475129261740823}",550,0.554892,-0.046614,3.081574,2258
4,31,Al-Cu-Mo-O,"{'Al': 0.17549, 'Cu': 0.04471, 'Mo': 0.7798}",550,0.922653,0.08759,3.081574,2257
4,32,Co-Ni-Ta-O,"{""Co"": 0.3567364255716431, ""Ni"": 0.38869624037937045, ""Ta"": 0.25456733404898657}",550,0.70166,0.151373,3.081574,2256
4,33,Bi-Co-Mo-O,"{'Bi': 0.14096, 'Mo': 0.0393, 'Co': 0.81974}",0,0.53608,0.631533,3.081574,2255
4,34,Al-Ni-Ti-O,"{'Ni': 0.44859, 'Al': 0.10008, 'Ti': 0.45132}",700,0.973775,0.062689,3.081574,2254
4,35,Co-Mo-Pd-O,"{""Co"": 0.2747066617156801, ""Mo"": 0.20563259766094466, ""Pd"": 0.5196607406233753}",550,0.644699,0.189805,3.081574,2253
4,36,Cr-Sb-V-O,"{""Cr"": 0.6052519311913049, ""Sb"": 0.2851284638433104, ""V"": 0.10961960496538474}",550,0.991734,0.271475,3.081574,2252
4,37,Fe-Sb-W-O,"{""Fe"": 0.025318582953347313, ""Sb"": 0.0007584739922267679, ""W"": 0.973922943054426}",550,0.952702,0.139222,3.081574,2251
4,38,Al-Cu-Mo-O,"{'Al': 0.7581332973963021, 'Cu': 0.21608043692607598, 'Mo': 0.02578626567762196}",700,1.096689,0.006701,3.081574,2250
4,39,Co-Mn-W-O,"{'Co': 0.8303114608089125, 'W': 0.09478916513315551, 'Mn': 0.074899374057932}",550,0.6774,0.134967,3.081574,2249
4,40,Al-Bi-Co-O,"{'Al': 0.13626, 'Co': 0.7252, 'Bi': 0.13854}",550,0.746042,0.066825,3.081574,2248
4,41,Co-Mo-Pd-O,"{""Co"": 0.2888806069782085, ""Mo"": 0.11525603943697742, ""Pd"": 0.5958633535848141}",550,0.646107,0.104461,3.081574,2247
4,42,Co-In-Si-O,"{""Co"": 0.5781451274499947, ""In"": 0.4218548725500052}",550,1.752738,0.030364,3.081574,2246
4,43,Co-Fe-Zr-O,"{""Co"": 0.583015454558586, ""Fe"": 0.3259978642023961, ""Zr"": 0.09098668123901785}",550,0.668162,0.102324,3.081574,2245
4,44,Co-Nb-Sn-O,"{'Co': 0.919639414186016, 'Nb': 0.06006078599052431, 'Sn': 0.020299799823459672}",700,0.676616,0.169283,3.081574,2244
4,45,Ni-Pd-Ta-O,"{""Ni"": 0.20213658079295813, ""Pd"": 0.6826394072721103, ""Ta"": 0.11522401193493156}",550,0.567981,-0.008021,3.081574,2243
4,46,Co-Mn-W-O,"{'Co': 0.85259, 'Mn': 0.04254, 'W': 0.10488}",550,0.886175,0.608545,3.081574,2242
4,47,Bi-Co-Mo-O,"{'Bi': 0.87586, 'Mo': 0.0796, 'Co': 0.04454}",550,0.852827,1.468071,3.081574,2241
4,48,Ag-Pb-W-O,"{'Pb': 0.03324, 'W': 0.78916, 'Ag': 0.1776}",0,10.603323,0.543147,3.081574,2240
4,49,Al-Cu-Mo-O,"{'Al': 0.5033441949194526, 'Cu': 0.03005324091807132, 'Mo': 0.466602564162476}",550,1.052004,0.037125,3.081574,2239
4,50,Co-In-Zr-O,"{""Co"": 0.09305840112635345, ""In"": 0.19505153033047448, ""Zr"": 0.711890068543172}",550,1.063246,0.045768,3.081574,2238
5,1,Fe-Sb-W-O,"{""Fe"": 0.8748598996563545, ""Sb"": 0.1251401003436455, ""W"": 0.0}",550,1.039598,0.004397,1.74329,2287
5,2,Co-Hf-Mn-O,"{""Co"": 0.15825645229214383, ""Hf"": 0.18214023588494213, ""Mn"": 0.659603311822914}",0,0.811323,0.162071,1.74329,2286
5,3,Co-Mn-Mo-O,"{'Mn': 0.26557, 'Co': 0.3796, 'Mo': 0.35483}",550,0.733186,0.041826,1.748181,2285
5,4,Co-In-Si-O,"{""Co"": 0.41265182429806424, ""In"": 0.5873481757019358}",550,6.61574,0.005153,1.748181,2284
5,5,Ag-Ni-Sb-O,"{'Sb': 0.00508, 'Ag': 0.76028, 'Ni': 0.23464}",550,0.769641,1.159241,1.748181,2283
5,6,Co-Sb-Zr-O,"{""Co"": 0.14301293739057694, ""Sb"": 0.04005125546024593, ""Zr"": 0.8169358071491771}",550,1.14346,0.0044,1.748181,2282
5,7,In-Mn-Pd-O,"{""In"": 0.019076258686735462, ""Mn"": 0.7665885641674777, ""Pd"": 0.2143351771457868}",550,0.546155,0.205715,2.80234,2281
5,8,Co-Mn-W-O,"{'Co': 0.5592593097801806, 'Mn': 0.04028136795379153, 'W': 0.40045932226602793}",550,1.071153,0.091545,2.80234,2280
5,9,Co-Nb-Sn-O,"{'Co': 0.9408243545349935, 'Nb': 0.03969243468319845, 'Sn': 0.0194832107818081}",550,0.660954,0.025528,2.815638,2279
5,10,Co-Ni-Zr-O,"{""Co"": 0.1376638606129585, ""Ni"": 0.3627979309356787, ""Zr"": 0.4995382084513628}",0,0.782342,0.409808,2.815638,2278
5,11,Al-Bi-Co-O,"{'Al': 0.03748, 'Co': 0.898, 'Bi': 0.06452}",550,0.642786,0.091503,2.817713,2277
5,12,Co-Nb-Zr-O,"{""Co"": 0.11989528830916713, ""Nb"": 0.7971433398082057, ""Zr"": 0.08296137188262713}",550,1.852322,0.023323,2.817713,2276
5,13,Co-Mn-Zr-O,"{""Co"": 0.5593441321143529, ""Mn"": 0.12162723710551458, ""Zr"": 0.31902863078013255}",0,0.66378,0.145637,2.817713,2275
5,14,Ag-Nb-Ni-O,"{""Ag"": 0.4785188711677248, ""Nb"": 0.48652955381979124, ""Ni"": 0.03495157501248397}",550,0.896954,0.147469,2.817713,2274
5,15,Ni-Sb-W-O,"{""Ni"": 0.3748331309674378, ""Sb"": 0.6251668690325622, ""W"": 0.0}",550,0.978143,0.008302,2.817713,2273
5,16,Mn-Nb-Zn-O,"{'Mn': 0.06711550145841354, 'Nb': 0.8100589152396435, 'Zn': 0.12282558330194306}",550,1.602697,0.006166,2.817713,2272
5,17,Bi-Co-Mo-O,"{'Bi': 0.60552, 'Mo': 0.05701, 'Co': 0.33748}",550,0.710973,0.840403,2.817713,2271
5,18,Nb-Ni-Ta-O,"{""Nb"": 0.42576836894227577, ""Ni"": 0.488301579189772, ""Ta"": 0.08593005186795219}",550,1.694471,0.016974,2.817713,2270
5,19,Co-Mn-Ti-O,"{'Co': 0.14052, 'Mn': 0.03769, 'Ti': 0.82179}",550,1.24877,0.027375,2.817713,2269
5,20,Al-Bi-Co-O,"{'Al': 0.07305, 'Co': 0.86282, 'Bi': 0.06413}",700,0.706549,0.04734,2.817713,2268
5,21,Co-Mn-Mo-O,"{'Mn': 0.6974685523763048, 'Co': 0.12446397163500819, 'Mo': 0.17806747598868708}",550,0.754972,0.138129,2.817713,2267
5,22,Al-Bi-Co-O,"{'Al': 0.23053, 'Co': 0.1823, 'Bi': 0.58716}",550,10.664814,0.043818,2.817713,2266
5,23,In-Mn-Pd-O,"{""In"": 0.07801338718013939, ""Mn"": 0.39997167883629875, ""Pd"": 0.5220149339835619}",550,0.543262,0.139143,2.841774,2265
5,24,Co-Mn-Ti-O,"{'Co': 0.26734, 'Mn': 0.10428, 'Ti': 0.62837}",550,1.001023,0.139365,2.841774,2264
5,25,Ni-Sb-W-O,"{""Ni"": 0.03285591180497803, ""Sb"": 0.0013594352724562114, ""W"": 0.9657846529225658}",0,6.245563,3.022218,2.841774,2263
5,26,Al-Bi-Co-O,"{'Al': 0.28245, 'Co': 0.49571, 'Bi': 0.22184}",550,10.664156,-0.033816,2.841774,2262
5,27,Fe-In-Ni-O,"{""Fe"": 0.10744359991174947, ""In"": 0.14262312092808727, ""Ni"": 0.7499332791601633}",500,0.973227,0.507405,2.841774,2261
5,28,Bi-Co-Mo-O,"{'Bi': 0.86654, 'Mo': 0.04046, 'Co': 0.093}",550,0.807925,1.857925,2.841774,2260
5,29,Al-Ni-Ti-O,"{'Ni': 0.7337, 'Al': 0.12518, 'Ti': 0.14112}",700,0.934437,0.227694,2.841774,2259
5,30,Co-Ni-Ta-O,"{""Co"": 0.1456313544200891, ""Ni"": 0.3567106941129456, ""Ta"": 0.4976579514669654}",550,1.089793,0.027757,2.841774,2258
5,31,Ag-Ni-Sb-O,"{'Sb': 0.02957, 'Ni': 0.22494, 'Ag': 0.74549}",0,0.920219,1.044522,2.841774,2257
5,32,Al-Ni-Ti-O,"{'Ni': 0.67953, 'Al': 0.08632, 'Ti': 0.23415}",550,0.865259,0.334024,2.841774,2256
5,33,Al-Ni-Ti-O,"{'Ni': 0.73866, 'Al': 0.11556, 'Ti': 0.14578}",550,0.850161,0.336713,2.841774,2255
5,34,Ag-Pb-W-O,"{'Pb': 0.706, 'W': 0.0193, 'Ag': 0.27471}",0,0.946989,0.60562,2.841774,2254
5,35,Co-Mn-Ti-O,"{'Co': 0.39457, 'Mn': 0.42326, 'Ti': 0.18217}",550,0.914888,0.101996,2.841774,2253
5,36,Co-In-Si-O,"{""Co"": 0.5840952640565931, ""In"": 0.41590473594340704}",550,7.448772,0.010328,2.841774,2252
5,37,Ge-In-Zr-O,"{""Ge"": 0.14340300425948926, ""In"": 0.2755944352273321, ""Zr"": 0.5810025605131786}",550,1.528471,0.034522,2.841774,2251
5,38,Co-Ni-Pd-O,"{""Co"": 0.3242684621137102, ""Ni"": 0.011116106585566965, ""Pd"": 0.6646154313007228}",550,0.759602,0.039542,2.841774,2250
5,39,Mn-Ni-Pd-O,"{""Mn"": 0.07005512729274747, ""Ni"": 0.7945444444712412, ""Pd"": 0.13540042823601134}",0,0.669319,0.62018,2.841774,2249
5,40,Mn-Pd-Zn-O,"{""Mn"": 0.02867816257328841, ""Pd"": 0.22109150763522245, ""Zn"": 0.7502303297914892}",550,0.643088,1.066042,2.841774,2248
5,41,Mn-Nb-Zn-O,"{'Mn': 0.031395273265179824, 'Nb': 0.8511173880980598, 'Zn': 0.11748733863676049}",700,1.703265,-0.01823,2.841774,2247
5,42,Mn-Ni-Pd-O,"{""Mn"": 0.358489994151669, ""Ni"": 0.4211467980576333, ""Pd"": 0.22036320779069776}",550,0.687648,0.089567,2.841774,2246
5,43,Mn-Pd-Zn-O,"{""Mn"": 0.03147256616848897, ""Pd"": 0.8932849855435693, ""Zn"": 0.07524244828794169}",550,0.597415,0.071506,2.845207,2245
5,44,Bi-Co-Sb-O,"{'Sb': 0.00895, 'Bi': 0.85692, 'Co': 0.13413}",0,0.994755,1.094073,2.845207,2244
5,45,Co-Ni-Ta-O,"{""Co"": 0.10034092273094715, ""Ni"": 0.7571508202208153, ""Ta"": 0.14250825704823764}",550,0.708437,0.627437,2.845207,2243
5,46,Co-In-Zr-O,"{""Co"": 0.049207044425978334, ""In"": 0.10359497312884207, ""Zr"": 0.8471979824451796}",550,1.102355,0.032232,2.845207,2242
5,47,Co-Mo-Pd-O,"{""Co"": 0.13701578586074648, ""Mo"": 0.09056728228019642, ""Pd"": 0.7724169318590571}",550,0.677782,0.038068,2.845207,2241
5,48,Ni-Pd-Ta-O,"{""Ni"": 0.11578991563577166, ""Pd"": 0.18756160723361423, ""Ta"": 0.6966484771306142}",550,1.625653,-0.005947,2.845207,2240
5,49,Ag-Ge-Hf-O,"{""Ag"": 0.5664071649341534, ""Ge"": 0.3629017861302668, ""Hf"": 0.07069104893557973}",550,0.835272,0.323715,2.845207,2239
5,50,Mn-Pd-Zn-O,"{""Mn"": 0.07393602550565898, ""Pd"": 0.1742729049360278, ""Zn"": 0.7517910695583133}",550,0.910535,0.821524,2.845207,2238
6,1,Mn-Ni-Pd-O,"{""Mn"": 0.0631008464256386, ""Ni"": 0.8192896212617821, ""Pd"": 0.11760953231257941}",0,0.674188,0.650249,2.003397,2287
6,2,Ni-Pd-Ta-O,"{""Ni"": 0.06497016675708737, ""Pd"": 0.889758224718729, ""Ta"": 0.045271608524183535}",550,0.647123,0.004436,2.211764,2286
6,3,Co-Mn-Mo-O,"{'Mn': 0.6974685523763048, 'Co': 0.12446397163500819, 'Mo': 0.17806747598868708}",550,0.754972,0.138129,2.211764,2285
6,4,Co-Nb-Sn-O,"{'Co': 0.8300857459242147, 'Nb': 0.13044172155720948, 'Sn': 0.039472532518575874}",700,0.690486,0.052274,2.211764,2284
6,5,Co-Mn-Ti-O,"{'Co': 0.21229, 'Mn': 0.68317, 'Ti': 0.10455}",700,1.56706,0.065798,2.211764,2283
6,6,Mn-Nb-Zn-O,"{'Mn': 0.021355408142775402, 'Nb': 0.8655590353345739, 'Zn': 0.11308555652265082}",550,5.489283,0.004498,2.211764,2282
6,7,Co-In-Si-O,"{""Co"": 0.4169115551184158, ""In"": 0.5830884448815842}",0,1.107384,0.113286,2.211764,2281
6,8,Ag-Ge-Hf-O,"{""Ag"": 0.5707439785661409, ""Ge"": 0.14164910790841984, ""Hf"": 0.28760691352543927}",550,0.862892,0.204631,2.211764,2280
6,9,Al-Ni-Ti-O,"{'Ni': 0.20523, 'Al': 0.06378, 'Ti': 0.73099}",700,1.070628,-0.18284,2.211764,2279
6,10,In-Mn-Pd-O,"{""In"": 0.06455292438018106, ""Mn"": 0.6773031227311312, ""Pd"": 0.25814395288868774}",550,0.542017,0.158192,2.850243,2278
6,11,Co-In-Zr-O,"{""Co"": 0.7704059432752054, ""In"": 0.17190637943801657, ""Zr"": 0.05768767728677797}",550,0.591444,0.224257,2.850243,2277
6,12,In-Mn-Pd-O,"{""In"": 0.07978659119665726, ""Mn"": 0.2369801359400674, ""Pd"": 0.6832332728632754}",550,0.508896,0.028395,3.069379,2276
6,13,Fe-In-Ni-O,"{""Fe"": 0.06096127048303243, ""In"": 0.9008741059419074, ""Ni"": 0.03816462357506024}",500,1.01599,0.041637,3.069379,2275
6,14,Mn-Ni-Pd-O,"{""Mn"": 0.05651099892265634, ""Ni"": 0.8115395660483478, ""Pd"": 0.13194943502899587}",550,0.658753,0.610581,3.069379,2274
6,15,Al-Ni-Ti-O,"{'Ni': 0.3226, 'Al': 0.44445, 'Ti': 0.23295}",550,0.957397,0.070332,3.069379,2273
6,16,Co-Mn-Nb-O,"{""Co"": 0.8153016459586394, ""Mn"": 0.14242445249418428, ""Nb"": 0.042273901547176404}",400,0.660113,0.140637,3.069379,2272
6,17,Ni-Sb-W-O,"{""Ni"": 0.04783123494267082, ""Sb"": 0.2922916900415117, ""W"": 0.6598770750158175}",550,1.035986,0.03055,3.069379,2271
6,18,Ag-Ni-Sb-O,"{'Sb': 0.00206, 'Ni': 0.05982, 'Ag': 0.93812}",0,0.921937,2.13411,3.069379,2270
6,19,Co-Mn-Mo-O,"{'Mn': 0.22112, 'Co': 0.52452, 'Mo': 0.25437}",550,0.740905,0.095189,3.069379,2269
6,20,Bi-Ni-Zr-O,"{""Bi"": 0.9311759836447115, ""Ni"": 0.015810931974497868, ""Zr"": 0.05301308438079061}",0,10.728798,1.020224,3.069379,2268
6,21,Co-Ni-Ta-O,"{""Co"": 0.10397999431935959, ""Ni"": 0.217690166367271, ""Ta"": 0.6783298393133694}",550,1.88204,0.042182,3.069379,2267
6,22,Bi-Co-Mo-O,"{'Bi': 0.19173, 'Mo': 0.44784, 'Co': 0.36043}",550,0.904399,0.328256,3.069379,2266
6,23,Co-In-Zr-O,"{""Co"": 0.13271648904482647, ""In"": 0.7579793387975783, ""Zr"": 0.10930417215759519}",0,0.958027,0.632824,3.069379,2265
6,24,Mn-Ni-Pd-O,"{""Mn"": 0.32837476139069816, ""Ni"": 0.06679205532832869, ""Pd"": 0.6048331832809731}",550,0.523845,0.176908,3.069379,2264
6,25,Co-Nb-Zr-O,"{""Co"": 0.12451562372202542, ""Nb"": 0.8082882139975541, ""Zr"": 0.06719616228042058}",550,1.93782,0.006262,3.069379,2263
6,26,Fe-In-Ni-O,"{""Fe"": 0.30651132626680416, ""In"": 0.25746523482225453, ""Ni"": 0.43602343891094125}",500,1.087048,0.337702,3.069379,2262
6,27,Mn-Nb-Sb-O,"{""Mn"": 0.1313915211994924, ""Nb"": 0.8409353212340209, ""Sb"": 0.02767315756648663}",550,1.782132,-0.014696,3.069379,2261
6,28,Co-Ni-Ta-O,"{""Co"": 0.2422983683664644, ""Ni"": 0.13297599563953677, ""Ta"": 0.6247256359939988}",550,1.336208,-0.007764,3.069379,2260
6,29,Ni-Pd-Ta-O,"{""Ni"": 0.49231510358469016, ""Pd"": 0.32405550038177644, ""Ta"": 0.1836293960335334}",550,0.742144,0.08284,3.069379,2259
6,30,Fe-Sb-W-O,"{""Fe"": 0.9946650223602168, ""Sb"": 0.005334977639783133, ""W"": 0.0}",550,0.964136,0.011988,3.069379,2258
6,31,Co-Mo-Pd-O,"{""Co"": 0.3588970054727965, ""Mo"": 0.32953922800554036, ""Pd"": 0.3115637665216631}",550,0.855931,0.153964,3.069379,2257
6,32,Co-Mn-Ti-O,"{'Co': 0.10076, 'Mn': 0.03088, 'Ti': 0.86836}",550,1.522429,-0.034282,3.069379,2256
6,33,Co-Nb-Sn-O,"{'Co': 0.92463, 'Nb': 0.06517, 'Sn': 0.0102}",550,0.677109,0.026983,3.069379,2255
6,34,Fe-Sb-W-O,"{'Sb': 0.01031, 'W': 0.89228, 'Fe': 0.09741}",0,0.933529,1.836288,3.069379,2254
6,35,Co-Mo-Pd-O,"{""Co"": 0.07341363971877567, ""Mo"": 0.0507077791458157, ""Pd"": 0.8758785811354087}",550,0.63721,0.108856,3.069379,2253
6,36,Mn-Nb-Zn-O,"{'Mn': 0.08321492779585433, 'Nb': 0.7979419571777182, 'Zn': 0.1188431150264275}",700,1.206779,0.010801,3.069379,2252
6,37,Al-Bi-Co-O,"{'Al': 0.03683, 'Co': 0.93305, 'Bi': 0.03012}",550,0.666361,0.029175,3.069379,2251
6,38,Al-Ni-Ti-O,"{'Ni': 0.41086, 'Al': 0.10173, 'Ti': 0.48741}",550,0.891981,0.154757,3.069379,2250
6,39,Fe-In-Ni-O,"{""Fe"": 0.1529729183715127, ""In"": 0.7047228281431447, ""Ni"": 0.14230425348534254}",500,0.981099,0.444654,3.069379,2249
6,40,Fe-Sb-W-O,"{""Fe"": 0.04553111737253496, ""Sb"": 0.001364204677489476, ""W"": 0.9531046779499757}",550,10.663267,0.042972,3.069379,2248
6,41,Ag-Ge-Hf-O,"{""Ag"": 0.13264196107555665, ""Ge"": 0.8002228236468913, ""Hf"": 0.06713521527755205}",0,0.996337,0.553065,3.069379,2247
6,42,Bi-Ni-Zr-O,"{""Bi"": 0.463292277934059, ""Ni"": 0.18412129657663714, ""Zr"": 0.3525864254893038}",0,0.943958,0.851155,3.069379,2246
6,43,Co-Hf-Zr-O,"{""Co"": 0.9544679253365075, ""Hf"": 0.03729647256231155, ""Zr"": 0.008235602101180992}",550,0.630033,0.073985,3.069379,2245
6,44,Ag-Ge-Hf-O,"{""Ag"": 0.13487158213059594, ""Ge"": 0.4206187109251542, ""Hf"": 0.4445097069442499}",550,1.267719,0.22559,3.069379,2244
6,45,Ni-Sb-W-O,"{""Ni"": 0.04875890276709923, ""Sb"": 0.0019046412214464565, ""W"": 0.9493364560114542}",0,1.700838,4.660063,3.069379,2243
6,46,Ag-Ni-Sb-O,"{'Sb': 0.00896, 'Ni': 0.62545, 'Ag': 0.36559}",0,0.947541,0.955885,3.069379,2242
6,47,Bi-Ni-Zr-O,"{""Bi"": 0.3905543589593799, ""Ni"": 0.5804005745154036, ""Zr"": 0.02904506652521659}",550,0.783861,0.424657,3.069379,2241
6,48,Ag-Nb-Ni-O,"{""Ag"": 0.23108412678689016, ""Nb"": 0.0002560139453292234, ""Ni"": 0.7686598592677806}",550,0.762834,0.497609,3.069379,2240
6,49,Fe-Ni-Ta-O,"{""Fe"": 0.09637270555363453, ""Ni"": 0.6445171873009753, ""Ta"": 0.2591101071453901}",400,0.719987,0.30391,3.069379,2239
6,50,Co-Mn-Mo-O,"{'Mn': 0.55058, 'Co': 0.14196, 'Mo': 0.30745}",550,0.839315,0.06896,3.069379,2238
7,1,Co-Nb-Sn-O,"{'Co': 0.91462, 'Nb': 0.07141, 'Sn': 0.01397}",550,0.671773,0.067581,2.053261,2287
7,2,Co-Mn-Zr-O,"{""Co"": 0.7857337774696935, ""Mn"": 0.16440744010157218, ""Zr"": 0.04985878242873422}",0,0.612158,0.148594,2.415974,2286
7,3,Fe-Sb-W-O,"{'Sb': 0.027175551622698888, 'W': 0.9207275938513088, 'Fe': 0.05209685452599234}",0,0.950191,0.026885,2.415974,2285
7,4,Cr-Sb-V-O,"{""Cr"": 0.2623272524292542, ""Sb"": 0.16129772930738046, ""V"": 0.5763750182633655}",550,0.882876,0.232063,2.415974,2284
7,5,Co-Sb-Zr-O,"{""Co"": 0.2099155630695397, ""Sb"": 0.001568051282241029, ""Zr"": 0.7885163856482192}",0,0.912248,0.124463,2.415974,2283
7,6,Ag-Ge-Hf-O,"{""Ag"": 0.10549413013748543, ""Ge"": 0.12875012850681772, ""Hf"": 0.7657557413556969}",550,1.165799,0.061425,2.415974,2282
7,7,Co-Mn-W-O,"{'Co': 0.57313, 'W': 0.36434, 'Mn': 0.06252}",550,1.125365,-0.018033,2.415974,2281
7,8,Bi-Co-Sb-O,"{'Sb': 0.00915, 'Bi': 0.37323, 'Co': 0.61762}",550,0.687643,0.053209,2.416877,2280
7,9,Bi-Ni-Zr-O,"{""Bi"": 0.34847562015465805, ""Ni"": 0.04362090035751135, ""Zr"": 0.6079034794878305}",550,1.230848,0.091367,2.416877,2279
7,10,Co-Nb-Sn-O,"{'Co': 0.57431, 'Nb': 0.31877, 'Sn': 0.10692}",700,0.999811,-0.046009,2.416877,2278
7,11,Co-Mn-Zr-O,"{""Co"": 0.866684291948655, ""Mn"": 0.10092992939144035, ""Zr"": 0.032385778659904496}",550,0.654426,0.136051,2.417095,2277
7,12,Co-Sb-Zr-O,"{""Co"": 0.25093562713512313, ""Sb"": 0.00966320115541792, ""Zr"": 0.7394011717094591}",0,0.8718,0.235884,2.417095,2276
7,13,Co-Ni-Ta-O,"{""Co"": 0.1456313544200891, ""Ni"": 0.3567106941129456, ""Ta"": 0.4976579514669654}",550,1.089793,0.027757,2.417095,2275
7,14,Mn-Nb-Zn-O,"{'Mn': 0.2615318320194931, 'Nb': 0.65354923720631, 'Zn': 0.0849189307741969}",550,0.788312,0.020662,2.417095,2274
7,15,Fe-In-Ni-O,"{""Fe"": 0.10062058951580709, ""In"": 0.31922692522050683, ""Ni"": 0.580152485263686}",500,0.996465,0.499718,2.417095,2273
7,16,Cr-Sb-V-O,"{""Cr"": 0.7117840796964638, ""Sb"": 0.19465756445969878, ""V"": 0.09355835584383738}",550,0.968306,0.279114,2.417095,2272
7,17,Co-Mn-Sn-O,"{""Co"": 0.6996742777201921, ""Mn"": 0.30032572227980786, ""Sn"": 0.0}",450,0.774895,0.033269,2.417095,2271
7,18,Al-Bi-Co-O,"{'Al': 0.32077, 'Co': 0.16154, 'Bi': 0.51768}",700,2.953351,0.000718,2.417095,2270
7,19,Co-Nb-Sn-O,"{'Co': 0.82048, 'Nb': 0.13879, 'Sn': 0.04073}",550,0.73988,0.014332,2.417507,2269
7,20,Bi-Co-Sb-O,"{'Sb': 0.00659, 'Bi': 0.84361, 'Co': 0.1498}",0,0.974238,1.072492,2.417507,2268
7,21,Mn-Ni-Pd-O,"{""Mn"": 0.2749409710329437, ""Ni"": 0.5968196140343011, ""Pd"": 0.12823941493275526}",550,1.046261,0.264348,2.417507,2267
7,22,Cr-Sb-V-O,"{""Cr"": 0.8091870702024487, ""Sb"": 0.03719301513066583, ""V"": 0.15361991466688554}",550,1.058927,0.364062,2.417507,2266
7,23,Co-Mn-Nb-O,"{""Co"": 0.12644105543003623, ""Mn"": 0.21261371781891356, ""Nb"": 0.6609452267510503}",400,1.160229,0.028038,2.417507,2265
7,24,Co-Mn-Nb-O,"{""Co"": 0.20605052043173036, ""Mn"": 0.21812006537982667, ""Nb"": 0.5758294141884429}",400,7.611253,-0.005125,2.417507,2264
7,25,Al-Cu-Mo-O,"{'Al': 0.7804028222856205, 'Cu': 0.1295845234123158, 'Mo': 0.09001265430206373}",700,0.969981,0.000657,2.417507,2263
7,26,Co-Fe-Zr-O,"{""Co"": 0.4783334085378511, ""Fe"": 0.056882934442679826, ""Zr"": 0.46478365701946905}",550,0.802897,0.035262,2.417507,2262
7,27,Bi-Ni-Zr-O,"{""Bi"": 0.8126666855308148, ""Ni"": 0.014252655489355294, ""Zr"": 0.17308065897982994}",550,2.510695,0.035929,2.417507,2261
7,28,Co-Ni-Ta-O,"{""Co"": 0.2259669448834511, ""Ni"": 0.6595703761929944, ""Ta"": 0.11446267892355455}",550,0.690581,0.41812,2.417507,2260
7,29,Co-Fe-Zr-O,"{""Co"": 0.267520693726514, ""Fe"": 0.6033191358382478, ""Zr"": 0.12916017043523817}",0,0.916969,0.29838,2.417507,2259
7,30,Ag-Nb-Ni-O,"{""Ag"": 0.30192561306655424, ""Nb"": 0.0, ""Ni"": 0.6980743869334458}",0,1.014579,0.795037,2.417507,2258
7,31,Ag-Nb-Ni-O,"{""Ag"": 0.26924850330648303, ""Nb"": 0.4133158760520933, ""Ni"": 0.3174356206414237}",550,0.89914,0.066366,2.417507,2257
7,32,In-Mn-Pd-O,"{""In"": 0.13954616380714097, ""Mn"": 0.6422981138632722, ""Pd"": 0.21815572232958683}",550,0.607199,0.105084,2.450273,2256
7,33,Al-Ni-Ti-O,"{'Ni': 0.20199, 'Al': 0.5223, 'Ti': 0.27571}",550,0.986492,0.00253,2.450273,2255
